
EXP:	Mon Oct 31 09:20:45 2005
CONFLICTS SIMULATION:
Mode 2: Initialisation from file conflicts1.net

Number of agents=	69
Number of connections=	98
BEGIN OF REP #1 M.of.INITIAL=	-1.1	M.of.NOISE=	-0.5
 STEP/VERSION	Mean(State)	Min(State)	Max(State)	SD(State)	Mean(Acctivity)	Min(Acctivity)	Max(Acctivity)	SD(Acctivity)	
570	0.395936	-0.767759	0.776155	0.608637	0.50291	-0.753356	0.786131	0.535606	
580	0.393415	-0.768359	0.778612	0.609263	0.501162	-0.771785	0.780746	0.539273	
590	0.38843	-0.76385	0.770064	0.608297	0.499441	-0.761835	0.778113	0.537238	
600	0.392008	-0.776299	0.784128	0.61177	0.500343	-0.752252	0.773959	0.535315	
610	0.397072	-0.757304	0.776288	0.604327	0.503253	-0.754047	0.778054	0.533538	
620	0.395309	-0.770773	0.780252	0.606521	0.503437	-0.762172	0.776315	0.535291	
630	0.397016	-0.767605	0.77284	0.605245	0.502925	-0.76189	0.776787	0.536822	
640	0.394419	-0.763104	0.775588	0.605644	0.500058	-0.763108	0.773463	0.539348	
650	0.392027	-0.771225	0.778005	0.610205	0.500089	-0.754741	0.776442	0.536121	
660	0.392576	-0.776119	0.788096	0.607323	0.501505	-0.754243	0.788065	0.535712	
670	0.389196	-0.7664	0.78077	0.61022	0.500618	-0.758208	0.782189	0.537896	
680	0.387972	-0.763233	0.779499	0.60766	0.499616	-0.754125	0.783064	0.538656	
690	0.389838	-0.759049	0.785649	0.610298	0.494558	-0.762589	0.771014	0.538244	
700	0.392878	-0.76777	0.775771	0.609835	0.498189	-0.763055	0.77459	0.536497	
710	0.39045	-0.780116	0.77794	0.609401	0.501145	-0.755649	0.781598	0.534975	
720	0.39003	-0.769221	0.780484	0.611222	0.501643	-0.756471	0.780565	0.538635	
730	0.388651	-0.76099	0.777618	0.61029	0.500757	-0.757943	0.777709	0.537253	
740	0.391448	-0.770061	0.78089	0.611764	0.500611	-0.762293	0.779924	0.536442	
750	0.38664	-0.777955	0.775834	0.611651	0.502025	-0.755816	0.779464	0.539961	
760	0.388655	-0.767701	0.780808	0.61187	0.499918	-0.752384	0.775091	0.535515	
770	0.393239	-0.76673	0.775662	0.60815	0.503549	-0.766183	0.785669	0.538706	
780	0.395111	-0.76571	0.785962	0.608234	0.500813	-0.750558	0.775073	0.536876	
790	0.396035	-0.764129	0.774898	0.607609	0.504249	-0.746025	0.778127	0.536367	
800	0.395024	-0.75925	0.779818	0.60828	0.502175	-0.759293	0.785061	0.536755	
810	0.394643	-0.759163	0.776887	0.606644	0.501238	-0.763281	0.773423	0.537062	
820	0.395543	-0.763509	0.774192	0.611001	0.504652	-0.750227	0.774567	0.534468	
830	0.393042	-0.776373	0.779279	0.609578	0.501754	-0.764093	0.779479	0.535375	
840	0.394512	-0.770078	0.774445	0.606167	0.502432	-0.750636	0.780481	0.536599	
850	0.39519	-0.764985	0.780442	0.606655	0.504128	-0.768056	0.780452	0.535363	
860	0.394899	-0.767183	0.778232	0.606009	0.503843	-0.766361	0.778813	0.536027	
870	0.391445	-0.767988	0.775211	0.609333	0.502844	-0.7584	0.78402	0.538898	
880	0.391786	-0.77263	0.776812	0.60856	0.500355	-0.752809	0.776027	0.537051	
890	0.394224	-0.776247	0.791632	0.607972	0.500151	-0.753093	0.771047	0.536114	
900	0.395997	-0.761652	0.778483	0.607032	0.499803	-0.760412	0.775722	0.536587	
910	0.39486	-0.776858	0.782531	0.609383	0.503574	-0.764552	0.781559	0.539548	
920	0.394747	-0.76874	0.78306	0.609148	0.504123	-0.756547	0.779791	0.537148	
930	0.389648	-0.772834	0.772813	0.608295	0.502743	-0.755861	0.77594	0.535085	
940	0.393729	-0.784981	0.780406	0.610841	0.501631	-0.76484	0.778782	0.536107	
950	0.395215	-0.774936	0.779004	0.608359	0.50027	-0.764373	0.778041	0.53535	
960	0.39076	-0.772171	0.784457	0.610073	0.500055	-0.760603	0.774563	0.534128	
970	0.387899	-0.777409	0.77951	0.61218	0.503516	-0.754194	0.778521	0.535756	
980	0.388944	-0.757927	0.77587	0.610508	0.502768	-0.745688	0.777782	0.535048	
990	0.391943	-0.771369	0.785401	0.613147	0.498625	-0.771591	0.771842	0.535716	
1000	0.389222	-0.768341	0.7822	0.614512	0.503119	-0.754846	0.779182	0.537709	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #62 M.of.INITIAL=	-5.55112e-017	M.of.NOISE=	0.1
0	-1.30685e-008	-6.80296e-007	5.59177e-007	2.22086e-007	0	0	0	0	
10	0.782397	0.484658	0.81813	0.0611915	0.772777	-0.00479361	0.819414	0.158798	
20	0.781277	0.492262	0.813526	0.0597995	0.773034	-0.00489001	0.816901	0.158879	
30	0.7808	0.488339	0.817412	0.0622165	0.770956	-0.00491062	0.814631	0.158379	
40	0.780079	0.486623	0.812792	0.0581795	0.770801	-0.00508702	0.817224	0.158436	
50	0.78267	0.515705	0.814964	0.056349	0.772347	-0.00540245	0.816301	0.158745	
60	0.782594	0.498556	0.817797	0.0546366	0.770186	-0.00481028	0.818014	0.158317	
70	0.783039	0.494417	0.818092	0.0546725	0.769535	-0.00547647	0.814246	0.158148	
80	0.782042	0.494413	0.812971	0.0565638	0.771137	-0.0053946	0.815297	0.158468	
90	0.783775	0.539329	0.81859	0.050107	0.771369	-0.0054307	0.811036	0.158493	
100	0.783059	0.49381	0.818229	0.0589519	0.772809	-0.00477691	0.820539	0.158791	
110	0.78183	0.498832	0.817886	0.0588558	0.771145	-0.00469733	0.819047	0.158447	
120	0.783236	0.492873	0.816423	0.0587862	0.769832	-0.00500845	0.813472	0.158191	
130	0.781446	0.493472	0.815139	0.0601489	0.76869	-0.00507074	0.814677	0.157957	
140	0.7813	0.493542	0.818327	0.0601598	0.769299	-0.00523818	0.814651	0.158093	
150	0.77985	0.486238	0.820147	0.0622729	0.770968	-0.00482953	0.815906	0.158388	
160	0.782455	0.48545	0.820653	0.0585846	0.767066	-0.00485433	0.812038	0.157552	
170	0.781331	0.45941	0.818858	0.0633508	0.769564	-0.00506826	0.815216	0.158125	
180	0.784147	0.508147	0.815948	0.054135	0.770009	-0.00515444	0.818936	0.158242	
190	0.782268	0.498715	0.817626	0.0567075	0.770645	-0.00511448	0.820848	0.158443	
200	0.783011	0.478919	0.814362	0.0612503	0.770647	-0.00527677	0.819178	0.158398	
210	0.781276	0.49152	0.813988	0.0564602	0.769885	-0.00509717	0.814998	0.15817	
220	0.784261	0.513536	0.821603	0.0512988	0.7708	-0.00509437	0.81292	0.158379	
230	0.783314	0.458292	0.815569	0.0593944	0.770919	-0.00491063	0.817599	0.158412	
240	0.781552	0.527046	0.813511	0.0551232	0.770768	-0.00503707	0.813862	0.158371	
250	0.78341	0.508196	0.819782	0.0570967	0.769951	-0.00518074	0.816314	0.158189	
260	0.781542	0.484519	0.81533	0.0573654	0.771075	-0.00494031	0.820904	0.158514	
270	0.782192	0.515509	0.820997	0.0546975	0.769069	-0.00491086	0.813785	0.157993	
280	0.783145	0.519378	0.815573	0.0549199	0.771121	-0.00519796	0.815289	0.158441	
290	0.782215	0.467611	0.812826	0.0566077	0.770181	-0.00504654	0.81756	0.158257	
300	0.781144	0.482866	0.818783	0.0577384	0.77234	-0.0047122	0.817155	0.158705	
310	0.783041	0.533983	0.81575	0.0542401	0.770286	-0.00551951	0.815569	0.158299	
320	0.783656	0.508012	0.821361	0.056738	0.771619	-0.00516773	0.820478	0.158576	
330	0.781111	0.508382	0.810869	0.0588516	0.770288	-0.00510456	0.816677	0.158292	
340	0.782057	0.488526	0.816065	0.0594834	0.770138	-0.00482658	0.814281	0.158197	
350	0.78482	0.524201	0.820148	0.0519317	0.769554	-0.00531625	0.813752	0.158217	
360	0.78178	0.522841	0.810933	0.0546054	0.771774	-0.00526226	0.817177	0.15861	
370	0.782699	0.520832	0.813442	0.0533152	0.769912	-0.00506291	0.812135	0.158142	
380	0.781505	0.48104	0.817596	0.0614885	0.770018	-0.00484502	0.818378	0.1582	
390	0.781713	0.534254	0.820298	0.054646	0.772282	-0.00535812	0.814356	0.158681	
400	0.781266	0.449998	0.817207	0.0620673	0.769934	-0.00458191	0.817951	0.158181	
410	0.780353	0.476754	0.821871	0.0612583	0.772257	-0.00493511	0.817229	0.158725	
420	0.781729	0.471779	0.818878	0.0633155	0.771168	-0.00478536	0.818771	0.158488	
430	0.782333	0.478791	0.814221	0.0592798	0.769253	-0.00480516	0.810816	0.158067	
440	0.782294	0.463855	0.817496	0.0587399	0.770058	-0.00526937	0.813854	0.158241	
450	0.782434	0.483335	0.825842	0.05907	0.772121	-0.00469741	0.819901	0.15862	
460	0.780898	0.495828	0.818559	0.0603187	0.771236	-0.00484245	0.817087	0.158449	
470	0.782402	0.474205	0.820971	0.0611126	0.769324	-0.00469394	0.813041	0.15802	
480	0.783381	0.485091	0.817155	0.0600395	0.77085	-0.00489701	0.814772	0.158414	
490	0.781804	0.476774	0.813007	0.0602429	0.769322	-0.00475584	0.814748	0.158063	
500	0.781347	0.483145	0.820217	0.059832	0.769242	-0.0045916	0.812758	0.158044	
510	0.782256	0.482495	0.81954	0.0593972	0.772425	-0.00513489	0.814603	0.158698	
520	0.782237	0.501996	0.8177	0.0588179	0.773662	-0.00492473	0.820344	0.158987	
530	0.782926	0.490685	0.818355	0.0586556	0.769767	-0.00535118	0.81224	0.158198	
540	0.7808	0.493773	0.813734	0.0566382	0.770921	-0.00505565	0.810316	0.158334	
550	0.780666	0.484309	0.821792	0.0590407	0.770838	-0.00461087	0.819565	0.15837	
560	0.781191	0.479074	0.81673	0.0605184	0.769486	-0.00508699	0.816737	0.158119	
570	0.781189	0.487366	0.815498	0.0588324	0.772815	-0.00510624	0.816444	0.158782	
580	0.782901	0.512147	0.817432	0.0558822	0.771235	-0.00510047	0.817107	0.158528	
590	0.780359	0.468591	0.81465	0.0608246	0.774626	-0.0048455	0.818218	0.159141	
600	0.781013	0.499868	0.814836	0.058614	0.772781	-0.00518375	0.823765	0.15887	
610	0.781197	0.511952	0.810983	0.0556243	0.769479	-0.00519288	0.815899	0.158116	
620	0.780594	0.493621	0.820206	0.0579763	0.768898	-0.00506517	0.815866	0.157993	
630	0.784517	0.522737	0.821863	0.0556916	0.771913	-0.00515034	0.82235	0.158613	
640	0.781243	0.459701	0.81436	0.0623823	0.771151	-0.00475736	0.824678	0.158522	
650	0.78445	0.517382	0.817492	0.0573528	0.769835	-0.00451476	0.815247	0.15814	
660	0.781891	0.474663	0.815724	0.0599293	0.770781	-0.00487372	0.818688	0.158475	
670	0.784263	0.494963	0.819837	0.0559669	0.770735	-0.00517387	0.812929	0.158386	
680	0.781701	0.514862	0.817375	0.0558932	0.771978	-0.00524888	0.812889	0.158619	
690	0.780715	0.494936	0.822056	0.0569656	0.770148	-0.00485061	0.820902	0.158232	
700	0.780948	0.487035	0.810307	0.0565288	0.770435	-0.00521983	0.822425	0.158382	
710	0.782482	0.480233	0.816338	0.059969	0.771275	-0.00487701	0.813813	0.158435	
720	0.780761	0.477615	0.816446	0.0608392	0.77376	-0.00443426	0.821902	0.159017	
730	0.781456	0.494836	0.815269	0.0581474	0.769104	-0.0053269	0.816947	0.158071	
740	0.780949	0.47832	0.81469	0.0575802	0.770381	-0.00470476	0.825105	0.158261	
750	0.783814	0.519416	0.814945	0.0574544	0.771237	-0.00521563	0.812587	0.158442	
760	0.781471	0.498807	0.811107	0.0584728	0.770421	-0.00496027	0.82249	0.158483	
770	0.783642	0.511582	0.818424	0.0580596	0.770223	-0.00511476	0.814338	0.158274	
780	0.78303	0.503029	0.817641	0.0576964	0.770002	-0.00506967	0.815413	0.158235	
790	0.781668	0.469939	0.822012	0.0612003	0.771902	-0.0050035	0.817894	0.158679	
800	0.781437	0.511487	0.815635	0.0581782	0.770377	-0.005032	0.814283	0.158296	
810	0.781894	0.491284	0.817269	0.0572399	0.770914	-0.00494457	0.815269	0.158354	
820	0.780788	0.506333	0.815964	0.0557003	0.771294	-0.00519865	0.815185	0.158532	
830	0.781124	0.493055	0.816949	0.0566616	0.769438	-0.00476158	0.814808	0.158127	
840	0.781316	0.459536	0.817461	0.0575284	0.772614	-0.00491891	0.821306	0.158827	
850	0.782951	0.494134	0.820824	0.0600298	0.769799	-0.00486981	0.811209	0.158165	
860	0.783314	0.509247	0.825311	0.0587824	0.769813	-0.00481671	0.81813	0.158195	
870	0.781245	0.486736	0.818772	0.0580755	0.771224	-0.00469215	0.818945	0.158454	
880	0.780923	0.478563	0.815405	0.0613668	0.769809	-0.0047328	0.812705	0.158151	
890	0.781887	0.46138	0.820102	0.0623568	0.769819	-0.00498732	0.813287	0.158155	
900	0.782784	0.511143	0.817746	0.0560364	0.768999	-0.00493817	0.811543	0.157968	
910	0.782769	0.472704	0.816817	0.056071	0.769706	-0.00483595	0.814629	0.158157	
920	0.783667	0.513049	0.815724	0.0575665	0.769821	-0.00489527	0.819333	0.158224	
930	0.781922	0.510973	0.819095	0.057009	0.769164	-0.00523068	0.816046	0.158054	
940	0.780373	0.467962	0.813669	0.0594918	0.769633	-0.00499029	0.815388	0.158153	
950	0.780551	0.478385	0.810909	0.0544426	0.772616	-0.00484652	0.818247	0.158778	
960	0.780676	0.516994	0.817532	0.0544656	0.771719	-0.00535156	0.812645	0.158572	
970	0.782139	0.471515	0.818812	0.0570156	0.770586	-0.00489872	0.816665	0.158331	
980	0.781353	0.478864	0.81888	0.0585901	0.77001	-0.00513374	0.813434	0.158266	
990	0.781918	0.481741	0.81885	0.060304	0.770636	-0.00522509	0.814609	0.158359	
1000	0.781168	0.491786	0.820887	0.0553724	0.767632	-0.00497551	0.816765	0.157749	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #63 M.of.INITIAL=	-5.55112e-017	M.of.NOISE=	0.2
0	6.34348e-009	-6.41078e-007	4.98654e-007	2.30611e-007	0	0	0	0	
10	0.822879	0.632579	0.852523	0.0395666	0.803103	-0.00650008	0.846947	0.165104	
20	0.82072	0.626956	0.849486	0.0416664	0.801264	-0.00625881	0.846328	0.164723	
30	0.820915	0.613813	0.846455	0.0389236	0.802643	-0.00593397	0.849511	0.164998	
40	0.821412	0.607117	0.849791	0.0418027	0.801865	-0.00604145	0.847645	0.16481	
50	0.819212	0.617152	0.847876	0.0407485	0.803446	-0.00649201	0.850598	0.165197	
60	0.822409	0.630883	0.84555	0.0397005	0.801754	-0.00611735	0.843613	0.164767	
70	0.821407	0.648858	0.847643	0.0384019	0.802805	-0.00635474	0.847166	0.165072	
80	0.821398	0.635378	0.853957	0.04026	0.803869	-0.00651649	0.843801	0.165228	
90	0.821896	0.654024	0.845315	0.0358034	0.805056	-0.00673953	0.848375	0.165515	
100	0.819492	0.64204	0.84785	0.0375439	0.802298	-0.00627279	0.847201	0.164942	
110	0.819976	0.592252	0.843952	0.041385	0.803471	-0.00611323	0.848232	0.165092	
120	0.820126	0.622207	0.844358	0.0384969	0.802067	-0.00628722	0.853981	0.164889	
130	0.820585	0.607169	0.851436	0.0390799	0.802641	-0.00620849	0.846487	0.16499	
140	0.821196	0.633788	0.850595	0.0386988	0.803061	-0.00625612	0.846805	0.165069	
150	0.821755	0.628183	0.848174	0.0398018	0.803716	-0.00622301	0.846543	0.16522	
160	0.820051	0.606241	0.844415	0.0390569	0.802456	-0.00622741	0.847174	0.164959	
170	0.821232	0.621971	0.849665	0.0396786	0.800581	-0.00633291	0.847216	0.164548	
180	0.82005	0.630127	0.846157	0.0384818	0.802719	-0.00639432	0.848087	0.164977	
190	0.82097	0.63946	0.84611	0.0388691	0.803884	-0.00637859	0.850788	0.165278	
200	0.821468	0.622059	0.848663	0.0388407	0.803564	-0.00655292	0.851174	0.165228	
210	0.819265	0.616428	0.845167	0.041226	0.804242	-0.0064696	0.846424	0.165301	
220	0.819821	0.634902	0.848957	0.0400087	0.803234	-0.00649801	0.847168	0.165141	
230	0.821702	0.646715	0.845939	0.0371203	0.802664	-0.00654577	0.852753	0.165051	
240	0.81831	0.630402	0.844099	0.0397472	0.801308	-0.0065095	0.847128	0.164779	
250	0.819603	0.61142	0.847333	0.0415069	0.80245	-0.0061624	0.847122	0.16496	
260	0.821826	0.600654	0.850883	0.0412048	0.803735	-0.00594066	0.851667	0.165174	
270	0.820929	0.619875	0.851112	0.0398936	0.80409	-0.00606791	0.850101	0.165235	
280	0.820889	0.617223	0.848976	0.0408914	0.800922	-0.00636202	0.845041	0.164622	
290	0.822438	0.640015	0.848483	0.0369957	0.8036	-0.00634026	0.853456	0.165204	
300	0.820854	0.618464	0.849212	0.0414762	0.802792	-0.00632461	0.846262	0.165024	
310	0.821877	0.613773	0.849037	0.0405502	0.801998	-0.00618138	0.848887	0.164874	
320	0.821688	0.628492	0.848399	0.0384974	0.803041	-0.00673205	0.843762	0.165091	
330	0.821315	0.627361	0.846977	0.0372456	0.804171	-0.00632944	0.846625	0.16529	
340	0.821525	0.62232	0.848443	0.0393235	0.801465	-0.00626683	0.849465	0.164758	
350	0.822104	0.625709	0.847012	0.0412561	0.801541	-0.00632217	0.849429	0.164784	
360	0.820913	0.627058	0.849957	0.041154	0.803087	-0.00619433	0.84764	0.165085	
370	0.819352	0.612374	0.847517	0.0381845	0.802404	-0.00627716	0.847209	0.164918	
380	0.823343	0.643449	0.849561	0.0377252	0.80376	-0.00649674	0.847308	0.165253	
390	0.821282	0.639617	0.84673	0.0380657	0.803306	-0.00640092	0.846736	0.165173	
400	0.820964	0.62872	0.849529	0.0401585	0.803713	-0.00619708	0.848364	0.165182	
410	0.820347	0.611552	0.844492	0.0415961	0.802618	-0.00618961	0.851611	0.165033	
420	0.820791	0.641113	0.846069	0.0385304	0.804238	-0.00643336	0.853011	0.165401	
430	0.822937	0.649267	0.848066	0.0362883	0.801424	-0.00626379	0.84672	0.164742	
440	0.820315	0.623844	0.845087	0.0391398	0.802118	-0.0060752	0.846803	0.164831	
450	0.820053	0.631465	0.844843	0.0389923	0.803932	-0.00665401	0.851526	0.165305	
460	0.821541	0.634791	0.845933	0.0386847	0.80422	-0.00630065	0.846604	0.165296	
470	0.822395	0.63158	0.847545	0.0386427	0.805504	-0.00623143	0.852088	0.165582	
480	0.820432	0.638405	0.849139	0.0377672	0.802175	-0.00637076	0.844498	0.164922	
490	0.82103	0.63861	0.846001	0.0387086	0.803447	-0.00663571	0.847808	0.165174	
500	0.821583	0.629077	0.851073	0.0384896	0.801376	-0.00641106	0.850086	0.164761	
510	0.821732	0.642356	0.849834	0.0368594	0.804282	-0.0062958	0.845572	0.165318	
520	0.821556	0.632482	0.850366	0.0379083	0.802743	-0.00634042	0.851048	0.165038	
530	0.821031	0.620044	0.84845	0.0411722	0.802399	-0.00625178	0.850817	0.164963	
540	0.821426	0.625661	0.845787	0.0389697	0.801524	-0.00629163	0.847744	0.164786	
550	0.821942	0.623149	0.852306	0.0386866	0.80402	-0.00618182	0.848579	0.165264	
560	0.819661	0.615213	0.846687	0.0429064	0.802888	-0.00634714	0.848212	0.165046	
570	0.820627	0.625988	0.849554	0.0378143	0.802094	-0.00641314	0.845898	0.164876	
580	0.820824	0.639436	0.852552	0.0373606	0.802254	-0.00634795	0.849476	0.164974	
590	0.821892	0.650148	0.850479	0.0375143	0.801746	-0.00639655	0.847092	0.164809	
600	0.820876	0.628551	0.846091	0.0400891	0.802271	-0.00650164	0.848344	0.165028	
610	0.820626	0.625875	0.847327	0.0418516	0.802856	-0.00625564	0.845552	0.165017	
620	0.821524	0.633549	0.849235	0.0377059	0.800657	-0.00614426	0.842607	0.16452	
630	0.820168	0.62375	0.847174	0.0387961	0.800256	-0.00639871	0.845813	0.164509	
640	0.820206	0.620793	0.846759	0.0409372	0.804554	-0.00635209	0.845106	0.165365	
650	0.820984	0.629221	0.853743	0.0393473	0.802196	-0.00612074	0.846543	0.164847	
660	0.821918	0.631666	0.850089	0.0408545	0.801453	-0.00646429	0.843529	0.164712	
670	0.819972	0.601249	0.848884	0.0417075	0.802981	-0.00609142	0.847408	0.165021	
680	0.820767	0.636822	0.846592	0.0394167	0.803185	-0.00664511	0.848958	0.165157	
690	0.819956	0.638003	0.842608	0.039097	0.803319	-0.00661213	0.848013	0.165184	
700	0.821833	0.617374	0.853394	0.0390907	0.802987	-0.00634591	0.849226	0.16506	
710	0.820979	0.626645	0.846716	0.040006	0.802744	-0.00621197	0.847603	0.164985	
720	0.820496	0.63619	0.847658	0.0387549	0.800442	-0.00639104	0.848226	0.164588	
730	0.821565	0.649125	0.850678	0.0359171	0.803737	-0.00645461	0.854696	0.165304	
740	0.821219	0.624679	0.845621	0.0418545	0.804361	-0.00629981	0.849583	0.165363	
750	0.820923	0.614024	0.848393	0.042317	0.804597	-0.0059937	0.851018	0.165388	
760	0.819718	0.615865	0.845257	0.041947	0.803326	-0.00601995	0.845534	0.165078	
770	0.82208	0.629986	0.847133	0.0405767	0.803922	-0.00599209	0.850959	0.165208	
780	0.819214	0.619362	0.846504	0.0413017	0.80395	-0.00630647	0.848674	0.165266	
790	0.822248	0.64427	0.849264	0.0364044	0.802723	-0.00662069	0.845487	0.165022	
800	0.822429	0.631501	0.848495	0.0394621	0.803323	-0.00617531	0.846038	0.165108	
810	0.821009	0.640897	0.849744	0.0373148	0.803301	-0.00677251	0.8505	0.165165	
820	0.820527	0.628325	0.847828	0.0409239	0.801331	-0.0064954	0.845672	0.164743	
830	0.821729	0.626759	0.847033	0.0367957	0.801394	-0.00649598	0.845875	0.164738	
840	0.822811	0.635888	0.84938	0.0395644	0.802752	-0.00646384	0.847462	0.165029	
850	0.820746	0.633066	0.847946	0.0400629	0.802095	-0.00629444	0.845203	0.164893	
860	0.821617	0.623399	0.846462	0.0395879	0.802081	-0.00653679	0.844459	0.164881	
870	0.820088	0.632912	0.847688	0.0397058	0.802718	-0.00635367	0.846845	0.16501	
880	0.820621	0.626176	0.84816	0.0358322	0.801502	-0.00624356	0.844169	0.164739	
890	0.821787	0.65703	0.847038	0.0356473	0.804087	-0.00662293	0.846817	0.165324	
900	0.82171	0.640687	0.847774	0.0381368	0.802896	-0.00641578	0.849648	0.165084	
910	0.820525	0.639095	0.84701	0.0381743	0.801419	-0.00651964	0.850916	0.164776	
920	0.820551	0.630738	0.850243	0.0373204	0.803305	-0.00619007	0.84822	0.165125	
930	0.821012	0.619098	0.849448	0.0401662	0.801511	-0.00613213	0.846888	0.164728	
940	0.823087	0.655846	0.846784	0.0359344	0.800776	-0.00657477	0.844942	0.164607	
950	0.820951	0.638903	0.852665	0.0388045	0.803406	-0.00617489	0.854232	0.165155	
960	0.82198	0.640029	0.852535	0.0384062	0.801298	-0.00645091	0.846754	0.164711	
970	0.820817	0.648399	0.845841	0.0371313	0.802121	-0.00637551	0.846574	0.164878	
980	0.819816	0.634815	0.851756	0.0400212	0.802419	-0.00617434	0.850674	0.164998	
990	0.821456	0.634883	0.845511	0.0404364	0.80224	-0.0060102	0.844474	0.164866	
1000	0.820579	0.631256	0.846888	0.0387408	0.802482	-0.00616843	0.846623	0.164903	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #64 M.of.INITIAL=	-5.55112e-017	M.of.NOISE=	0.3
0	-2.64303e-008	-6.75936e-007	6.58196e-007	2.7126e-007	0	0	0	0	
10	0.85347	0.71695	0.873787	0.0281614	0.829378	-0.00703672	0.874784	0.170528	
20	0.852376	0.709283	0.872203	0.0301027	0.828301	-0.00710179	0.87196	0.170272	
30	0.853078	0.723782	0.874929	0.0282861	0.830496	-0.00713692	0.875023	0.170761	
40	0.85278	0.708232	0.876734	0.0301193	0.828704	-0.00714469	0.873693	0.170386	
50	0.85071	0.696528	0.868546	0.0301802	0.82835	-0.0071865	0.875809	0.170309	
60	0.852803	0.69671	0.875725	0.0305707	0.828711	-0.00712973	0.875791	0.170391	
70	0.851586	0.713234	0.877594	0.0288291	0.828369	-0.00708622	0.876726	0.170321	
80	0.85388	0.711138	0.875655	0.0273524	0.829845	-0.00729027	0.873327	0.170636	
90	0.852029	0.708006	0.871728	0.0300678	0.828705	-0.00720146	0.876136	0.17039	
100	0.852852	0.721397	0.874777	0.0262548	0.828775	-0.00720019	0.869886	0.170397	
110	0.852381	0.721759	0.870797	0.0280015	0.829458	-0.00722353	0.874009	0.170546	
120	0.852927	0.693316	0.877327	0.030515	0.829057	-0.00722753	0.875023	0.170473	
130	0.852183	0.712718	0.871002	0.0294387	0.829167	-0.00734575	0.872591	0.17048	
140	0.851891	0.72329	0.872227	0.0275551	0.829675	-0.00711036	0.872617	0.170589	
150	0.852117	0.706715	0.87117	0.0309163	0.828794	-0.00707024	0.871468	0.170388	
160	0.852378	0.723622	0.872171	0.0275489	0.829933	-0.00730411	0.871648	0.170635	
170	0.853183	0.724491	0.873971	0.028283	0.830236	-0.00728209	0.873833	0.170717	
180	0.852084	0.725429	0.873463	0.026663	0.828911	-0.00732279	0.8716	0.170437	
190	0.853405	0.700097	0.873601	0.0309059	0.830376	-0.00713403	0.872483	0.170707	
200	0.852871	0.714468	0.874733	0.0292113	0.83043	-0.00723013	0.874324	0.170732	
210	0.851388	0.707992	0.869662	0.0306668	0.828113	-0.00734146	0.873575	0.170294	
220	0.852657	0.722471	0.875575	0.0266747	0.830747	-0.00713913	0.87385	0.170798	
230	0.853445	0.7003	0.875834	0.0298399	0.827296	-0.00691747	0.871683	0.170041	
240	0.852338	0.722103	0.873448	0.0279779	0.828426	-0.00730761	0.870263	0.170318	
250	0.85203	0.719918	0.873156	0.0281703	0.83023	-0.00729131	0.876868	0.170729	
260	0.852621	0.714555	0.87666	0.0286114	0.827781	-0.00710612	0.873185	0.170199	
270	0.852776	0.713649	0.87583	0.0278493	0.829721	-0.00724499	0.872542	0.170606	
280	0.853071	0.719525	0.873179	0.0281391	0.830616	-0.00732239	0.877021	0.170808	
290	0.852306	0.71871	0.872142	0.029145	0.829923	-0.00713901	0.876282	0.170641	
300	0.852905	0.705995	0.872414	0.02848	0.829362	-0.00702681	0.874316	0.170502	
310	0.853387	0.726204	0.873824	0.0268435	0.829964	-0.00735876	0.875354	0.170668	
320	0.852836	0.706153	0.872656	0.0300249	0.829533	-0.00727028	0.873073	0.170556	
330	0.851307	0.721979	0.87013	0.0280479	0.828902	-0.00716687	0.872873	0.170434	
340	0.852555	0.715759	0.873474	0.0293201	0.827778	-0.00715569	0.869992	0.170179	
350	0.853362	0.716887	0.874245	0.0270786	0.829739	-0.00730925	0.873306	0.170599	
360	0.851989	0.713791	0.872975	0.0297051	0.82973	-0.00712735	0.874102	0.170617	
370	0.853077	0.720679	0.873773	0.0281997	0.829186	-0.00715392	0.874332	0.170509	
380	0.853265	0.717628	0.874778	0.0280252	0.82766	-0.00723096	0.874306	0.170201	
390	0.853467	0.729706	0.876933	0.0268213	0.828459	-0.00716888	0.876281	0.17035	
400	0.852478	0.715837	0.871976	0.0287977	0.829336	-0.00698626	0.874021	0.170498	
410	0.853201	0.721221	0.875593	0.0287737	0.828326	-0.00700507	0.874395	0.17029	
420	0.853392	0.729787	0.874006	0.0262966	0.829788	-0.00719112	0.873889	0.170611	
430	0.853426	0.721931	0.87357	0.027417	0.828366	-0.00722188	0.871924	0.170326	
440	0.851732	0.708334	0.87343	0.0297655	0.82976	-0.00720087	0.874833	0.170625	
450	0.852582	0.721426	0.873533	0.0275839	0.830085	-0.00716698	0.871602	0.170639	
460	0.851347	0.706427	0.872411	0.0300453	0.829907	-0.00712717	0.872705	0.17062	
470	0.85207	0.713686	0.874382	0.0273632	0.827845	-0.00713581	0.872279	0.17019	
480	0.853767	0.721263	0.873868	0.0281006	0.827836	-0.00726195	0.871411	0.170225	
490	0.853238	0.712072	0.875279	0.0289118	0.831586	-0.00711679	0.874303	0.170957	
500	0.851615	0.724287	0.871031	0.0260694	0.828626	-0.00686865	0.873332	0.170342	
