
EXP:	Mon Oct 31 09:20:45 2005
CONFLICTS SIMULATION:
Mode 2: Initialisation from file conflicts1.net

Number of agents=	69
Number of connections=	98
BEGIN OF REP #1 M.of.INITIAL=	-1.1	M.of.NOISE=	-0.5
 STEP/VERSION	Mean(State)	Min(State)	Max(State)	SD(State)	Mean(Acctivity)	Min(Acctivity)	Max(Acctivity)	SD(Acctivity)	
600	-0.620837	-0.714891	0.602023	0.2576	-0.646087	-0.698973	0.00671733	0.135167	
610	-0.618892	-0.709774	0.628456	0.259966	-0.643211	-0.70033	0.00677921	0.13478	
620	-0.618767	-0.712525	0.614991	0.260329	-0.644654	-0.708683	0.00678789	0.135287	
630	-0.617538	-0.717972	0.627515	0.260864	-0.646593	-0.706058	0.00689569	0.135761	
640	-0.618669	-0.711878	0.60207	0.260523	-0.646226	-0.703497	0.00673504	0.135205	
650	-0.621035	-0.718343	0.594507	0.258497	-0.642097	-0.709154	0.0069135	0.134336	
660	-0.620342	-0.714769	0.602581	0.259795	-0.642678	-0.70501	0.00681228	0.13506	
670	-0.618325	-0.711319	0.606206	0.258417	-0.647136	-0.702932	0.00692672	0.135826	
680	-0.617632	-0.707969	0.6058	0.262051	-0.644395	-0.700686	0.00675396	0.135235	
690	-0.620064	-0.716599	0.614681	0.262149	-0.645653	-0.702422	0.00686319	0.13518	
700	-0.618729	-0.705861	0.623398	0.262038	-0.643509	-0.704255	0.00665901	0.134823	
710	-0.619871	-0.713642	0.599898	0.257959	-0.64211	-0.707649	0.00692844	0.134828	
720	-0.620243	-0.72996	0.583187	0.256759	-0.64666	-0.70819	0.00676757	0.135823	
730	-0.617551	-0.709996	0.602824	0.25936	-0.642672	-0.698389	0.0068137	0.134881	
740	-0.62006	-0.707025	0.595979	0.259545	-0.643906	-0.703225	0.00699885	0.135071	
750	-0.62024	-0.713677	0.627895	0.263733	-0.643699	-0.702548	0.00683624	0.135022	
760	-0.620689	-0.709339	0.621063	0.26206	-0.645501	-0.702585	0.00690215	0.13546	
770	-0.617868	-0.712338	0.622831	0.259998	-0.644479	-0.703913	0.00691155	0.134999	
780	-0.618785	-0.718977	0.611196	0.260368	-0.64143	-0.713059	0.00673562	0.134744	
790	-0.617816	-0.713539	0.620691	0.2648	-0.643315	-0.698594	0.00673894	0.135039	
800	-0.619965	-0.716678	0.585309	0.256283	-0.645979	-0.707512	0.00659017	0.135484	
810	-0.619714	-0.707632	0.610882	0.260846	-0.642155	-0.699552	0.00658352	0.134324	
820	-0.617767	-0.706938	0.627671	0.263983	-0.640912	-0.705457	0.00658829	0.1342	
830	-0.619458	-0.714172	0.610352	0.260045	-0.644289	-0.70524	0.00674874	0.135277	
840	-0.615622	-0.710557	0.608301	0.259341	-0.64022	-0.703209	0.00680817	0.134499	
850	-0.615727	-0.709979	0.614479	0.260401	-0.644768	-0.704198	0.00687428	0.134697	
860	-0.618889	-0.714711	0.609824	0.260806	-0.644256	-0.70234	0.00684114	0.135127	
870	-0.617314	-0.712834	0.612765	0.260178	-0.644811	-0.700546	0.00695174	0.13512	
880	-0.618622	-0.708703	0.605935	0.257032	-0.645646	-0.706071	0.0069425	0.135099	
890	-0.620263	-0.720238	0.59519	0.259166	-0.641172	-0.695243	0.00678144	0.134608	
900	-0.615936	-0.713701	0.63969	0.26096	-0.644145	-0.701751	0.00693484	0.134629	
910	-0.618063	-0.715277	0.606275	0.260424	-0.645027	-0.705177	0.00687132	0.135402	
920	-0.619792	-0.719259	0.597547	0.257447	-0.644298	-0.707074	0.00673933	0.135154	
930	-0.618105	-0.706982	0.600958	0.257593	-0.645321	-0.703005	0.00655389	0.13518	
940	-0.617821	-0.720637	0.61266	0.261661	-0.641301	-0.703387	0.00692048	0.134742	
950	-0.619325	-0.708539	0.580335	0.256543	-0.644785	-0.710576	0.00688982	0.135186	
960	-0.621379	-0.71627	0.581801	0.256595	-0.644403	-0.711386	0.00682976	0.134797	
970	-0.620224	-0.714857	0.620794	0.260535	-0.643529	-0.703636	0.00699346	0.134889	
980	-0.618829	-0.722055	0.597037	0.25915	-0.640981	-0.705342	0.00671674	0.134324	
990	-0.620868	-0.708273	0.62049	0.257957	-0.644581	-0.706408	0.00697754	0.135464	
1000	-0.620179	-0.714745	0.605949	0.261023	-0.642757	-0.698912	0.00687471	0.134389	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #183 M.of.INITIAL=	-0.22	M.of.NOISE=	0.2
0	-0.216518	-0.216519	-0.216517	2.34623e-007	0	0	0	0	
10	-0.585945	-0.688846	0.675979	0.267829	-0.610152	-0.675943	0.00654044	0.128767	
20	-0.584311	-0.682539	0.672048	0.266971	-0.613421	-0.670717	0.00658349	0.130188	
30	-0.583926	-0.696299	0.683708	0.266036	-0.613211	-0.675028	0.00641434	0.130421	
40	-0.588393	-0.694435	0.647981	0.264286	-0.615837	-0.672744	0.00657774	0.130408	
50	-0.588293	-0.700597	0.673456	0.265394	-0.613582	-0.675143	0.00642483	0.12984	
60	-0.587197	-0.69533	0.66863	0.266962	-0.613861	-0.681485	0.00658862	0.129825	
70	-0.584254	-0.679117	0.656844	0.26564	-0.611238	-0.674548	0.00647245	0.129329	
80	-0.586496	-0.679898	0.657264	0.263568	-0.615552	-0.682189	0.0065318	0.129921	
90	-0.586697	-0.682706	0.650387	0.263683	-0.612638	-0.679109	0.00626245	0.129602	
100	-0.588954	-0.691083	0.62795	0.261507	-0.612712	-0.685245	0.0063041	0.129958	
110	-0.587033	-0.676658	0.660178	0.264074	-0.612538	-0.681333	0.00642441	0.130115	
120	-0.587497	-0.694836	0.66785	0.266017	-0.616644	-0.685799	0.00646477	0.130645	
130	-0.586539	-0.687167	0.66529	0.265438	-0.617783	-0.68292	0.00658707	0.130851	
140	-0.583679	-0.685017	0.666888	0.264397	-0.61333	-0.667686	0.00650623	0.130001	
150	-0.587546	-0.696138	0.675741	0.266783	-0.615458	-0.676123	0.00652262	0.1299	
160	-0.582927	-0.684237	0.677909	0.266911	-0.616715	-0.681321	0.00643538	0.13041	
170	-0.585514	-0.690842	0.69467	0.267131	-0.613195	-0.674926	0.00653454	0.129625	
180	-0.588111	-0.693812	0.644129	0.263228	-0.615165	-0.679014	0.00658105	0.129885	
190	-0.587231	-0.687103	0.663054	0.265595	-0.613429	-0.680462	0.0066526	0.130063	
200	-0.58577	-0.682774	0.642394	0.259921	-0.613592	-0.668581	0.00655429	0.130141	
210	-0.587493	-0.687132	0.664208	0.266633	-0.615091	-0.68138	0.00650266	0.130378	
220	-0.586617	-0.678873	0.666204	0.263045	-0.615051	-0.672129	0.00646234	0.129799	
230	-0.584627	-0.689148	0.658576	0.264325	-0.613019	-0.668997	0.00654394	0.12966	
240	-0.584759	-0.679505	0.651633	0.262365	-0.616476	-0.678662	0.00635542	0.130213	
250	-0.586756	-0.68595	0.64929	0.264188	-0.614171	-0.671753	0.00659669	0.129446	
260	-0.585013	-0.679504	0.65204	0.265125	-0.613101	-0.672801	0.00668175	0.130303	
270	-0.58804	-0.684309	0.651901	0.26434	-0.613834	-0.675791	0.00641297	0.129434	
280	-0.586583	-0.689681	0.672904	0.264923	-0.612558	-0.679602	0.00636296	0.12903	
290	-0.586706	-0.698063	0.67145	0.266383	-0.614766	-0.68215	0.00655589	0.130498	
300	-0.584019	-0.689358	0.652614	0.263961	-0.616518	-0.692316	0.00647097	0.13107	
310	-0.587286	-0.691044	0.647264	0.263062	-0.614751	-0.680846	0.00663342	0.130049	
320	-0.587225	-0.688183	0.651498	0.266002	-0.61484	-0.682002	0.00652279	0.130057	
330	-0.586267	-0.685407	0.663949	0.26649	-0.61722	-0.676153	0.00671892	0.130304	
340	-0.588997	-0.688338	0.658191	0.264376	-0.612935	-0.679321	0.0066125	0.129733	
350	-0.586564	-0.688675	0.691703	0.269207	-0.614486	-0.667939	0.00660846	0.129957	
360	-0.587766	-0.692352	0.66955	0.267087	-0.613408	-0.673626	0.00640468	0.129254	
370	-0.586728	-0.679842	0.658968	0.264925	-0.613194	-0.674569	0.00682574	0.129659	
380	-0.586193	-0.683919	0.659863	0.265352	-0.616334	-0.679932	0.0064787	0.130305	
390	-0.588331	-0.686515	0.648907	0.263665	-0.614097	-0.685037	0.00639993	0.13006	
400	-0.587703	-0.691948	0.637654	0.260732	-0.616671	-0.685238	0.00668999	0.130515	
410	-0.585222	-0.693775	0.675735	0.267219	-0.613056	-0.668404	0.00667438	0.12947	
420	-0.586887	-0.690155	0.660357	0.265341	-0.61384	-0.67771	0.00660158	0.130246	
430	-0.586858	-0.695081	0.678762	0.266628	-0.61387	-0.672934	0.00641694	0.12949	
440	-0.584757	-0.686509	0.660056	0.264195	-0.614073	-0.67661	0.00662167	0.129758	
450	-0.585509	-0.687248	0.690546	0.268024	-0.615324	-0.679463	0.00662474	0.129889	
460	-0.588144	-0.689809	0.656786	0.265165	-0.612902	-0.68085	0.00646813	0.129613	
470	-0.58567	-0.680131	0.665993	0.265538	-0.614045	-0.686963	0.00641081	0.129963	
480	-0.587145	-0.689403	0.666164	0.267625	-0.614295	-0.680987	0.00660801	0.130062	
490	-0.590248	-0.696202	0.652037	0.263788	-0.617632	-0.679946	0.00655321	0.1307	
500	-0.585407	-0.694416	0.660595	0.26609	-0.613025	-0.672821	0.00657977	0.129237	
510	-0.588113	-0.686439	0.656871	0.264748	-0.611355	-0.672498	0.00676534	0.129516	
520	-0.586971	-0.691153	0.650753	0.261985	-0.612974	-0.672598	0.00655464	0.128898	
530	-0.587347	-0.690405	0.66203	0.263929	-0.615293	-0.67903	0.00661174	0.13036	
540	-0.589357	-0.695248	0.675157	0.266409	-0.613962	-0.67429	0.00647935	0.130205	
550	-0.586721	-0.698351	0.665288	0.268211	-0.614765	-0.673573	0.00666745	0.130402	
560	-0.585436	-0.681164	0.661239	0.264343	-0.614603	-0.67947	0.0065576	0.129841	
570	-0.590428	-0.693508	0.664423	0.266539	-0.611987	-0.669301	0.00636985	0.129466	
580	-0.585963	-0.686357	0.676152	0.267996	-0.615495	-0.675761	0.00651681	0.130061	
590	-0.585735	-0.684166	0.669744	0.266266	-0.613382	-0.67301	0.00657486	0.12932	
600	-0.583547	-0.691162	0.679679	0.264733	-0.614896	-0.685114	0.00656492	0.130144	
610	-0.588538	-0.69134	0.666467	0.265021	-0.616659	-0.678415	0.00672195	0.130538	
620	-0.589095	-0.686606	0.671221	0.262737	-0.614744	-0.670464	0.00652607	0.130219	
630	-0.582013	-0.679935	0.659301	0.264516	-0.608753	-0.669767	0.00636611	0.129148	
640	-0.58729	-0.683651	0.666889	0.265603	-0.614166	-0.67645	0.00654933	0.129691	
650	-0.586313	-0.684196	0.637595	0.261226	-0.613734	-0.678645	0.00650128	0.130444	
660	-0.587669	-0.688342	0.677919	0.266089	-0.613041	-0.668537	0.0065929	0.129193	
670	-0.588229	-0.692166	0.67593	0.267042	-0.613254	-0.684918	0.00650839	0.129494	
680	-0.591274	-0.683241	0.655935	0.264863	-0.613717	-0.679812	0.00657406	0.12928	
690	-0.586758	-0.680738	0.644822	0.263975	-0.615627	-0.678471	0.00662547	0.130649	
700	-0.587073	-0.686052	0.674054	0.266148	-0.613111	-0.676582	0.00643137	0.129572	
710	-0.585873	-0.681213	0.681256	0.267472	-0.613391	-0.670516	0.00651502	0.129251	
720	-0.586895	-0.693355	0.665812	0.266776	-0.613435	-0.675956	0.0066136	0.129391	
730	-0.586417	-0.68767	0.660454	0.266193	-0.615067	-0.672644	0.00645201	0.12968	
740	-0.58381	-0.696743	0.66845	0.265563	-0.61444	-0.675209	0.00666567	0.129882	
750	-0.587251	-0.679242	0.678961	0.268313	-0.615515	-0.67808	0.00641104	0.13079	
760	-0.587226	-0.69299	0.667879	0.266273	-0.616142	-0.679705	0.00644783	0.129998	
770	-0.587035	-0.688745	0.670863	0.267573	-0.615471	-0.671734	0.00656219	0.130196	
780	-0.58578	-0.68869	0.656681	0.266648	-0.613958	-0.68318	0.00652735	0.130151	
790	-0.58671	-0.688888	0.6386	0.262273	-0.612674	-0.680667	0.00665914	0.129349	
800	-0.587242	-0.68269	0.654479	0.265712	-0.611535	-0.674763	0.00665702	0.129558	
810	-0.584736	-0.684951	0.656438	0.266343	-0.614757	-0.683666	0.006697	0.130068	
820	-0.587231	-0.68711	0.664594	0.265701	-0.612072	-0.677324	0.00656327	0.130366	
830	-0.585337	-0.68734	0.649079	0.263307	-0.612267	-0.677606	0.00655777	0.129637	
840	-0.586834	-0.688767	0.662095	0.266186	-0.610348	-0.671592	0.0065023	0.129557	
850	-0.584471	-0.68856	0.654838	0.263536	-0.612453	-0.677764	0.00650587	0.129279	
860	-0.587341	-0.68632	0.669419	0.26726	-0.614304	-0.671174	0.00643474	0.129768	
870	-0.586831	-0.694031	0.63551	0.261717	-0.610629	-0.677817	0.00661478	0.12948	
880	-0.589018	-0.686897	0.65101	0.263144	-0.614935	-0.680602	0.00649599	0.129941	
890	-0.588473	-0.694518	0.672301	0.267624	-0.613791	-0.671565	0.00677627	0.129452	
900	-0.583359	-0.698056	0.652225	0.264378	-0.61266	-0.675452	0.00658911	0.129972	
910	-0.586925	-0.686211	0.666077	0.267752	-0.61786	-0.678648	0.00646636	0.130417	
920	-0.587323	-0.683664	0.668845	0.266799	-0.609753	-0.673457	0.00665586	0.128839	
930	-0.585871	-0.694438	0.652579	0.265725	-0.615901	-0.667399	0.00655582	0.13011	
940	-0.586268	-0.682397	0.679828	0.2689	-0.612808	-0.682478	0.0065118	0.129551	
950	-0.586081	-0.689012	0.652119	0.266095	-0.612237	-0.68192	0.00649837	0.1291	
960	-0.587658	-0.688268	0.66315	0.264017	-0.615765	-0.672251	0.00655343	0.129921	
970	-0.586523	-0.688094	0.663918	0.266668	-0.611891	-0.677197	0.00655862	0.12931	
980	-0.589446	-0.691882	0.651828	0.262103	-0.611755	-0.679862	0.00667078	0.129328	
990	-0.588306	-0.690957	0.656441	0.264184	-0.61806	-0.683797	0.00630765	0.130426	
1000	-0.586003	-0.683433	0.666166	0.267459	-0.613633	-0.669753	0.00642536	0.129535	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #184 M.of.INITIAL=	-0.22	M.of.NOISE=	0.25
0	-0.216518	-0.216519	-0.216518	2.04771e-007	0	0	0	0	
10	-0.55219	-0.66237	0.710554	0.267564	-0.582493	-0.658566	0.00691273	0.124917	
20	-0.54987	-0.656696	0.707345	0.268277	-0.579544	-0.662013	0.00663445	0.124214	
30	-0.550831	-0.659543	0.70415	0.269523	-0.581912	-0.652256	0.00691074	0.125266	
40	-0.546209	-0.651763	0.699239	0.267061	-0.576424	-0.635054	0.00705688	0.124286	
50	-0.551786	-0.667213	0.697928	0.268433	-0.581567	-0.644505	0.00695814	0.124605	
60	-0.554184	-0.677654	0.69806	0.26923	-0.582456	-0.642165	0.00698118	0.12553	
70	-0.548862	-0.66249	0.701363	0.265088	-0.577822	-0.636796	0.00677399	0.124183	
80	-0.547539	-0.651086	0.717276	0.268085	-0.581151	-0.649106	0.00679227	0.124775	
90	-0.552035	-0.652923	0.687623	0.265734	-0.580591	-0.64487	0.00678021	0.124201	
100	-0.548928	-0.648476	0.697053	0.268404	-0.579689	-0.642629	0.00674968	0.124561	
110	-0.553234	-0.664459	0.705991	0.268317	-0.584626	-0.649715	0.00687749	0.125311	
120	-0.55122	-0.65821	0.705682	0.268269	-0.580532	-0.646871	0.0066826	0.124292	
130	-0.554396	-0.662577	0.695719	0.267089	-0.583047	-0.644091	0.00670868	0.125561	
140	-0.549417	-0.654147	0.711305	0.268644	-0.581809	-0.64583	0.00676232	0.125224	
150	-0.550829	-0.654092	0.706779	0.267426	-0.580896	-0.640862	0.00672191	0.125161	
160	-0.551326	-0.655366	0.725725	0.268148	-0.579707	-0.645054	0.00688531	0.124353	
170	-0.550781	-0.666483	0.689295	0.266381	-0.579684	-0.660347	0.00679517	0.125382	
180	-0.551531	-0.660078	0.70616	0.269002	-0.582188	-0.648724	0.00724886	0.125526	
190	-0.55326	-0.660501	0.680815	0.265697	-0.58166	-0.643264	0.00664621	0.124236	
200	-0.550591	-0.65861	0.698729	0.267884	-0.580347	-0.649545	0.00676189	0.123952	
210	-0.552642	-0.658118	0.696684	0.267214	-0.584041	-0.64262	0.00659997	0.125781	
220	-0.552242	-0.663881	0.714609	0.268999	-0.581555	-0.643871	0.00697343	0.124882	
230	-0.552905	-0.656918	0.699996	0.266361	-0.583811	-0.644968	0.0069736	0.125799	
240	-0.552865	-0.66727	0.696367	0.267548	-0.581295	-0.647857	0.00690101	0.124778	
250	-0.551101	-0.650806	0.705177	0.267449	-0.579925	-0.647923	0.00680832	0.124291	
260	-0.552596	-0.666612	0.713308	0.270519	-0.581176	-0.646511	0.00698483	0.124232	
270	-0.550874	-0.647748	0.696204	0.267952	-0.580031	-0.651309	0.00693159	0.12472	
280	-0.551343	-0.654284	0.688609	0.267804	-0.583264	-0.652878	0.00675632	0.125974	
290	-0.551884	-0.656698	0.693212	0.266562	-0.581008	-0.648665	0.00687431	0.125387	
300	-0.552183	-0.663482	0.707714	0.266555	-0.582519	-0.649046	0.00675975	0.124412	
310	-0.554065	-0.653825	0.691365	0.266894	-0.584353	-0.654186	0.00680324	0.126149	
320	-0.552129	-0.661484	0.68978	0.267521	-0.582387	-0.657562	0.00693729	0.12567	
330	-0.552867	-0.669342	0.683676	0.266307	-0.583978	-0.658386	0.00687237	0.126157	
340	-0.549813	-0.658123	0.707838	0.269873	-0.580484	-0.648829	0.00688862	0.12493	
350	-0.55141	-0.668172	0.699648	0.266309	-0.578609	-0.647155	0.00691638	0.123614	
360	-0.551113	-0.658504	0.687543	0.266021	-0.580197	-0.640346	0.00675238	0.123573	
370	-0.548846	-0.664357	0.698094	0.266926	-0.579411	-0.647328	0.00681684	0.123683	
380	-0.552882	-0.658766	0.692979	0.265537	-0.583853	-0.656477	0.00648174	0.125219	
390	-0.55504	-0.671875	0.712612	0.269583	-0.580975	-0.640743	0.00676879	0.124631	
400	-0.552057	-0.649922	0.692492	0.265884	-0.58329	-0.649502	0.00685254	0.125796	
410	-0.550057	-0.660585	0.700924	0.268453	-0.580743	-0.645069	0.00681063	0.125609	
420	-0.550662	-0.661517	0.716047	0.269922	-0.584457	-0.657078	0.00702954	0.125525	
430	-0.552963	-0.662641	0.717562	0.269911	-0.584802	-0.644719	0.00677645	0.125915	
440	-0.553219	-0.66608	0.71004	0.267993	-0.578612	-0.644201	0.00681271	0.124486	
450	-0.55315	-0.662204	0.696728	0.26625	-0.581345	-0.645572	0.00674024	0.124187	
460	-0.551262	-0.65218	0.682405	0.264684	-0.584945	-0.652529	0.00679113	0.124877	
470	-0.545921	-0.648772	0.704474	0.269027	-0.582397	-0.648557	0.00695311	0.124779	
480	-0.549347	-0.646235	0.70319	0.267836	-0.581437	-0.644573	0.00681179	0.124192	
490	-0.551774	-0.653103	0.702896	0.267958	-0.579114	-0.64065	0.00695529	0.124577	
500	-0.55118	-0.662146	0.725298	0.267945	-0.581173	-0.650571	0.00684633	0.125451	
510	-0.551707	-0.661083	0.704357	0.270189	-0.580773	-0.644754	0.00708627	0.125154	
520	-0.548267	-0.672452	0.69547	0.267924	-0.582248	-0.645105	0.0068044	0.124849	
530	-0.551702	-0.664168	0.709323	0.271121	-0.578824	-0.651278	0.00685049	0.125086	
540	-0.550098	-0.64824	0.709536	0.267038	-0.582261	-0.64477	0.00659866	0.125256	
550	-0.549686	-0.65252	0.701408	0.267544	-0.580792	-0.653911	0.00686541	0.125347	
560	-0.553371	-0.659028	0.694464	0.268825	-0.584734	-0.647612	0.00664224	0.125762	
570	-0.552728	-0.658828	0.701682	0.268387	-0.580625	-0.654844	0.00701706	0.124784	
580	-0.550614	-0.651802	0.692179	0.266983	-0.579164	-0.652719	0.00709327	0.125243	
590	-0.549417	-0.662383	0.694464	0.266532	-0.583553	-0.646947	0.00686319	0.125016	
600	-0.552325	-0.649723	0.703907	0.26911	-0.58347	-0.663709	0.00683177	0.125502	
610	-0.55095	-0.664665	0.69673	0.267031	-0.579356	-0.641682	0.00691289	0.124582	
620	-0.553241	-0.667297	0.693448	0.267741	-0.580988	-0.650454	0.00706342	0.124952	
630	-0.552301	-0.665383	0.717573	0.269397	-0.580725	-0.63849	0.00678188	0.124797	
640	-0.552401	-0.685507	0.693747	0.266808	-0.578391	-0.646418	0.00699974	0.125063	
650	-0.550434	-0.662225	0.69646	0.265981	-0.579847	-0.644213	0.00686673	0.125907	
660	-0.556005	-0.669956	0.696006	0.267335	-0.577041	-0.645473	0.00661486	0.124216	
670	-0.549718	-0.656702	0.714793	0.269335	-0.582212	-0.647707	0.00705376	0.124593	
680	-0.551002	-0.663816	0.706164	0.268117	-0.579907	-0.647847	0.00703671	0.12452	
690	-0.549383	-0.655752	0.697113	0.267022	-0.580895	-0.645316	0.00698237	0.124023	
700	-0.554307	-0.657247	0.698807	0.269593	-0.581593	-0.641288	0.00686961	0.125045	
710	-0.549686	-0.659163	0.70207	0.267495	-0.583637	-0.6432	0.00711006	0.125072	
720	-0.551579	-0.65415	0.699638	0.267432	-0.581735	-0.648144	0.00691813	0.125196	
730	-0.551887	-0.659902	0.687243	0.266357	-0.582013	-0.64249	0.00668548	0.125313	
740	-0.549025	-0.659793	0.696737	0.267984	-0.579593	-0.641704	0.00691241	0.124256	
750	-0.549235	-0.659978	0.703559	0.267999	-0.576162	-0.645872	0.00685507	0.124429	
760	-0.551669	-0.65689	0.709427	0.267638	-0.578252	-0.63903	0.00654557	0.123741	
770	-0.55039	-0.659682	0.705603	0.268854	-0.575476	-0.642637	0.00683911	0.124024	
780	-0.549893	-0.663793	0.71772	0.271128	-0.581117	-0.652227	0.00698935	0.124375	
790	-0.549366	-0.65751	0.693597	0.265402	-0.583146	-0.646543	0.00696276	0.125151	
800	-0.551606	-0.662116	0.70607	0.268643	-0.583837	-0.65523	0.00687626	0.125561	
810	-0.553099	-0.665609	0.722761	0.26938	-0.577854	-0.635927	0.00668565	0.123848	
820	-0.550227	-0.669641	0.705122	0.269273	-0.583539	-0.654018	0.00679821	0.125385	
830	-0.548308	-0.663574	0.71483	0.269558	-0.582017	-0.642063	0.00670411	0.125451	
840	-0.550935	-0.665881	0.698603	0.267463	-0.576702	-0.649997	0.0067751	0.124471	
850	-0.552328	-0.664719	0.691887	0.267229	-0.581834	-0.651549	0.00670049	0.124598	
860	-0.550018	-0.664736	0.700436	0.267543	-0.580355	-0.644823	0.00686305	0.124241	
870	-0.552114	-0.658556	0.693167	0.266291	-0.57915	-0.635939	0.00673642	0.124167	
880	-0.55028	-0.653952	0.695295	0.267668	-0.583319	-0.637713	0.00685335	0.125119	
890	-0.550518	-0.656219	0.689898	0.267176	-0.581481	-0.652903	0.00690822	0.125623	
900	-0.550092	-0.667395	0.716496	0.270601	-0.580418	-0.651166	0.00701363	0.124573	
910	-0.55022	-0.669465	0.698712	0.266813	-0.581734	-0.648857	0.0068054	0.124739	
920	-0.550853	-0.648935	0.706271	0.267673	-0.579106	-0.648418	0.00679984	0.124693	
930	-0.55279	-0.665525	0.691091	0.267031	-0.580593	-0.647517	0.00702542	0.125141	
940	-0.550265	-0.652752	0.693185	0.265962	-0.580394	-0.651323	0.00680831	0.124305	
950	-0.551369	-0.662823	0.702881	0.268617	-0.581612	-0.648401	0.00674646	0.124813	
960	-0.551044	-0.656439	0.690179	0.265115	-0.579867	-0.644795	0.00686932	0.124501	
970	-0.550305	-0.653832	0.705787	0.268266	-0.579207	-0.642912	0.00677213	0.124862	
980	-0.548143	-0.662759	0.707262	0.268146	-0.581456	-0.643899	0.00696788	0.124956	
990	-0.550746	-0.656447	0.716177	0.268667	-0.576979	-0.643742	0.00698531	0.124744	
1000	-0.552045	-0.663374	0.707104	0.269217	-0.585822	-0.641579	0.00664318	0.125918	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #185 M.of.INITIAL=	-0.22	M.of.NOISE=	0.3
0	-0.216518	-0.216519	-0.216518	2.23784e-007	0	0	0	0	
10	-0.512414	-0.62986	0.738876	0.268782	-0.542827	-0.613056	0.00730797	0.120441	
20	-0.511104	-0.628829	0.733374	0.268207	-0.543187	-0.609745	0.00713302	0.119902	
30	-0.506861	-0.633169	0.73328	0.268095	-0.542105	-0.6151	0.00708446	0.120997	
40	-0.509449	-0.629943	0.727682	0.268872	-0.546858	-0.622097	0.00724011	0.12226	
50	-0.513759	-0.625356	0.717827	0.26618	-0.538962	-0.611599	0.00723348	0.118552	
60	-0.514321	-0.632163	0.72176	0.268235	-0.546067	-0.612294	0.00738876	0.120279	
70	-0.512934	-0.626296	0.734112	0.269441	-0.541208	-0.616978	0.00733307	0.119418	
80	-0.512051	-0.625851	0.727206	0.268399	-0.540678	-0.610823	0.0070542	0.119577	
90	-0.508793	-0.620145	0.733875	0.268038	-0.542179	-0.612162	0.00732317	0.120604	
100	-0.510395	-0.628206	0.752274	0.270965	-0.542491	-0.611981	0.00741298	0.11964	
110	-0.511156	-0.623933	0.741909	0.268707	-0.541503	-0.616103	0.00709724	0.120826	
120	-0.513101	-0.644164	0.735024	0.268734	-0.545475	-0.613457	0.00744363	0.122561	
130	-0.50877	-0.631426	0.747176	0.269711	-0.543321	-0.612765	0.00716988	0.120022	
140	-0.50981	-0.622771	0.737233	0.267384	-0.541432	-0.621001	0.00721791	0.1192	
150	-0.51097	-0.619301	0.746058	0.271316	-0.541031	-0.610424	0.00716609	0.119486	
160	-0.512115	-0.621777	0.722211	0.267344	-0.542216	-0.620411	0.00722506	0.120197	
170	-0.513961	-0.630902	0.740786	0.268016	-0.543566	-0.616797	0.00733927	0.119937	
180	-0.510108	-0.624186	0.734044	0.267892	-0.545043	-0.60998	0.00729221	0.121487	
190	-0.506456	-0.640797	0.752521	0.269725	-0.543363	-0.623427	0.0071601	0.120847	
200	-0.511551	-0.622632	0.734737	0.26747	-0.541337	-0.618792	0.00723307	0.118785	
210	-0.511063	-0.629433	0.728482	0.269474	-0.53909	-0.614383	0.00728313	0.119377	
220	-0.510028	-0.629062	0.756527	0.272645	-0.544322	-0.617563	0.00716303	0.120563	
230	-0.513913	-0.636768	0.737029	0.270371	-0.541013	-0.611269	0.00747641	0.118951	
240	-0.510677	-0.631255	0.740819	0.26941	-0.541936	-0.621652	0.00708209	0.120799	
250	-0.511972	-0.619215	0.75255	0.270182	-0.542896	-0.61854	0.00725194	0.119205	
260	-0.512309	-0.619586	0.739999	0.268623	-0.543169	-0.617839	0.00721974	0.120832	
270	-0.509615	-0.626441	0.746628	0.270162	-0.540386	-0.617193	0.00727492	0.120215	
280	-0.51037	-0.63066	0.729305	0.268949	-0.541866	-0.624773	0.00720717	0.121597	
290	-0.514345	-0.641635	0.730805	0.26968	-0.542144	-0.613158	0.00737197	0.12043	
300	-0.509934	-0.633189	0.723495	0.265549	-0.542312	-0.619468	0.00725177	0.119109	
310	-0.508472	-0.619212	0.726642	0.268134	-0.540251	-0.61929	0.00735312	0.120152	
320	-0.507258	-0.634384	0.728853	0.267628	-0.54273	-0.614823	0.00723448	0.121187	
330	-0.511938	-0.643884	0.736518	0.269906	-0.542874	-0.604347	0.00708885	0.120626	
340	-0.509573	-0.622235	0.733174	0.268601	-0.546448	-0.613959	0.00730727	0.122261	
350	-0.513799	-0.636474	0.73275	0.267271	-0.540926	-0.608552	0.00715134	0.119655	
360	-0.511609	-0.633855	0.752559	0.270767	-0.542874	-0.611093	0.00712617	0.120971	
370	-0.50883	-0.621276	0.742813	0.27094	-0.540028	-0.614442	0.00728281	0.119526	
380	-0.512796	-0.622698	0.735695	0.268913	-0.542074	-0.61192	0.00714481	0.120057	
390	-0.509479	-0.618138	0.740892	0.270188	-0.541713	-0.612654	0.00727689	0.119685	
400	-0.511011	-0.626796	0.739847	0.269025	-0.54482	-0.615433	0.0073345	0.121888	
